scenario,account_id,date,amount,entity,description,source
Budget,4000,2025-03-15,-49157.54,North,Product Revenue,sample_gl
Budget,4000,2025-03-17,-16198.74,North,Product Revenue,sample_gl
Budget,4000,2025-03-21,-8532.31,North,Product Revenue,sample_gl
Budget,4000,2025-03-23,-11238.24,North,Product Revenue,sample_gl
Budget,4000,2025-03-28,-4598.49,North,Product Revenue,sample_gl
Budget,4000,2025-03-03,-21324.99,South,Product Revenue,sample_gl
Budget,4000,2025-03-06,-13504.27,South,Product Revenue,sample_gl
Budget,4000,2025-03-07,-59045.31,South,Product Revenue,sample_gl
Budget,4000,2025-03-09,-13992.23,South,Product Revenue,sample_gl
Budget,4000,2025-03-10,-18069.65,South,Product Revenue,sample_gl
Budget,4000,2025-03-14,-921.52,South,Product Revenue,sample_gl
Budget,4000,2025-03-22,-2591.87,South,Product Revenue,sample_gl
Budget,4000,2025-03-31,-15332.76,South,Product Revenue,sample_gl
Budget,4000,2025-03-04,-8941.75,West,Product Revenue,sample_gl
Budget,4000,2025-03-09,-5199.43,West,Product Revenue,sample_gl
Budget,4000,2025-03-12,-11195.18,West,Product Revenue,sample_gl
Budget,4000,2025-03-15,-20516.83,West,Product Revenue,sample_gl
Budget,4000,2025-03-17,-26726.6,West,Product Revenue,sample_gl
Budget,4000,2025-03-18,-11895.53,West,Product Revenue,sample_gl
Budget,4000,2025-03-22,-964.95,West,Product Revenue,sample_gl
Budget,4000,2025-03-30,-82773.46,West,Product Revenue,sample_gl
Budget,4010,2025-03-02,-15135.89,North,Service Revenue,sample_gl
Budget,4010,2025-03-04,-5595.34,North,Service Revenue,sample_gl
Budget,4010,2025-03-07,-1589.4,North,Service Revenue,sample_gl
Budget,4010,2025-03-13,-3091.51,North,Service Revenue,sample_gl
Budget,4010,2025-03-14,-1850.58,North,Service Revenue,sample_gl
Budget,4010,2025-03-21,-3319.86,North,Service Revenue,sample_gl
Budget,4010,2025-03-24,-4484.63,North,Service Revenue,sample_gl
Budget,4010,2025-03-30,-16414.36,North,Service Revenue,sample_gl
Budget,4010,2025-03-02,-2619.83,South,Service Revenue,sample_gl
Budget,4010,2025-03-02,-1399.87,South,Service Revenue,sample_gl
Budget,4010,2025-03-04,-10.83,South,Service Revenue,sample_gl
Budget,4010,2025-03-08,-4979.7,South,Service Revenue,sample_gl
Budget,4010,2025-03-08,-6582.38,South,Service Revenue,sample_gl
Budget,4010,2025-03-09,-9083.74,South,Service Revenue,sample_gl
Budget,4010,2025-03-19,-3803.68,South,Service Revenue,sample_gl
Budget,4010,2025-03-29,-11306.37,South,Service Revenue,sample_gl
Budget,4010,2025-03-06,-3449.32,West,Service Revenue,sample_gl
Budget,4010,2025-03-07,-7091.33,West,Service Revenue,sample_gl
Budget,4010,2025-03-09,-2182.87,West,Service Revenue,sample_gl
Budget,4010,2025-03-16,-5695.28,West,Service Revenue,sample_gl
Budget,4010,2025-03-23,-3406.52,West,Service Revenue,sample_gl
Budget,4010,2025-03-24,-5035.08,West,Service Revenue,sample_gl
Budget,4010,2025-03-27,-1897.56,West,Service Revenue,sample_gl
Budget,4010,2025-03-29,-7842.46,West,Service Revenue,sample_gl
Budget,5000,2025-03-06,812.0,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-08,3616.59,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-10,4615.06,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-11,2901.88,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-22,9354.57,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-23,8961.59,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-28,27116.16,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-30,6384.58,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-03,58.01,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-06,503.03,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-06,2042.83,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-09,17692.82,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-22,6940.98,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-25,72.73,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-28,23019.76,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-29,7307.37,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-05,7916.64,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-06,18659.73,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-08,1195.8,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-10,11074.69,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-17,4358.69,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-17,18173.34,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-25,2267.19,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-03-27,15526.29,West,Cost of Goods Sold,sample_gl
Budget,5010,2025-03-01,8195.5,North,Direct Labor,sample_gl
Budget,5010,2025-03-09,887.36,North,Direct Labor,sample_gl
Budget,5010,2025-03-12,4099.08,North,Direct Labor,sample_gl
Budget,5010,2025-03-12,911.07,North,Direct Labor,sample_gl
Budget,5010,2025-03-15,3976.34,North,Direct Labor,sample_gl
Budget,5010,2025-03-16,4892.25,North,Direct Labor,sample_gl
Budget,5010,2025-03-22,583.24,North,Direct Labor,sample_gl
Budget,5010,2025-03-27,3670.61,North,Direct Labor,sample_gl
Budget,5010,2025-03-01,808.55,South,Direct Labor,sample_gl
Budget,5010,2025-03-05,1527.09,South,Direct Labor,sample_gl
Budget,5010,2025-03-05,3061.9,South,Direct Labor,sample_gl
Budget,5010,2025-03-08,3947.59,South,Direct Labor,sample_gl
Budget,5010,2025-03-14,1923.63,South,Direct Labor,sample_gl
Budget,5010,2025-03-21,3842.33,South,Direct Labor,sample_gl
Budget,5010,2025-03-22,3092.99,South,Direct Labor,sample_gl
Budget,5010,2025-03-28,7958.49,South,Direct Labor,sample_gl
Budget,5010,2025-03-04,5365.73,West,Direct Labor,sample_gl
Budget,5010,2025-03-09,11346.69,West,Direct Labor,sample_gl
Budget,5010,2025-03-13,2514.16,West,Direct Labor,sample_gl
Budget,5010,2025-03-21,7642.93,West,Direct Labor,sample_gl
Budget,5010,2025-03-29,1049.96,West,Direct Labor,sample_gl
Budget,5010,2025-03-30,63.28,West,Direct Labor,sample_gl
Budget,5010,2025-03-31,2298.43,West,Direct Labor,sample_gl
Budget,5010,2025-03-31,388.53,West,Direct Labor,sample_gl
Budget,6000,2025-03-02,13253.2,North,Salaries & Wages,sample_gl
Budget,6000,2025-03-07,3481.88,North,Salaries & Wages,sample_gl
Budget,6000,2025-03-09,832.7,North,Salaries & Wages,sample_gl
Budget,6000,2025-03-10,2511.46,North,Salaries & Wages,sample_gl
Budget,6000,2025-03-14,3563.14,North,Salaries & Wages,sample_gl
Budget,6000,2025-03-19,6948.43,North,Salaries & Wages,sample_gl
Budget,6000,2025-03-19,6787.8,North,Salaries & Wages,sample_gl
Budget,6000,2025-03-31,1229.55,North,Salaries & Wages,sample_gl
Budget,6000,2025-03-01,2710.35,South,Salaries & Wages,sample_gl
Budget,6000,2025-03-04,4110.23,South,Salaries & Wages,sample_gl
Budget,6000,2025-03-05,5334.38,South,Salaries & Wages,sample_gl
Budget,6000,2025-03-10,8265.01,South,Salaries & Wages,sample_gl
Budget,6000,2025-03-15,1525.19,South,Salaries & Wages,sample_gl
Budget,6000,2025-03-16,1466.18,South,Salaries & Wages,sample_gl
Budget,6000,2025-03-22,5150.13,South,Salaries & Wages,sample_gl
Budget,6000,2025-03-30,13383.75,South,Salaries & Wages,sample_gl
Budget,6000,2025-03-02,199.47,West,Salaries & Wages,sample_gl
Budget,6000,2025-03-04,1756.02,West,Salaries & Wages,sample_gl
Budget,6000,2025-03-07,3441.23,West,Salaries & Wages,sample_gl
Budget,6000,2025-03-10,8406.95,West,Salaries & Wages,sample_gl
Budget,6000,2025-03-10,16968.08,West,Salaries & Wages,sample_gl
Budget,6000,2025-03-16,1914.14,West,Salaries & Wages,sample_gl
Budget,6000,2025-03-19,1748.19,West,Salaries & Wages,sample_gl
Budget,6000,2025-03-27,4752.46,West,Salaries & Wages,sample_gl
Budget,6010,2025-03-03,332.69,North,Rent & Facilities,sample_gl
Budget,6010,2025-03-05,1144.0,North,Rent & Facilities,sample_gl
Budget,6010,2025-03-17,1533.77,North,Rent & Facilities,sample_gl
Budget,6010,2025-03-18,1462.24,North,Rent & Facilities,sample_gl
Budget,6010,2025-03-22,2910.5,North,Rent & Facilities,sample_gl
Budget,6010,2025-03-25,205.55,North,Rent & Facilities,sample_gl
Budget,6010,2025-03-31,1917.31,North,Rent & Facilities,sample_gl
Budget,6010,2025-03-31,846.19,North,Rent & Facilities,sample_gl
Budget,6010,2025-03-04,1772.89,South,Rent & Facilities,sample_gl
Budget,6010,2025-03-13,2685.53,South,Rent & Facilities,sample_gl
Budget,6010,2025-03-13,1649.31,South,Rent & Facilities,sample_gl
Budget,6010,2025-03-14,2121.11,South,Rent & Facilities,sample_gl
Budget,6010,2025-03-21,731.98,South,Rent & Facilities,sample_gl
Budget,6010,2025-03-22,174.95,South,Rent & Facilities,sample_gl
Budget,6010,2025-03-29,277.85,South,Rent & Facilities,sample_gl
Budget,6010,2025-03-31,816.42,South,Rent & Facilities,sample_gl
Budget,6010,2025-03-05,1814.81,West,Rent & Facilities,sample_gl
Budget,6010,2025-03-05,159.84,West,Rent & Facilities,sample_gl
Budget,6010,2025-03-07,968.02,West,Rent & Facilities,sample_gl
Budget,6010,2025-03-09,75.83,West,Rent & Facilities,sample_gl
Budget,6010,2025-03-14,1545.48,West,Rent & Facilities,sample_gl
Budget,6010,2025-03-18,3179.39,West,Rent & Facilities,sample_gl
Budget,6010,2025-03-22,1432.21,West,Rent & Facilities,sample_gl
Budget,6010,2025-03-25,721.3,West,Rent & Facilities,sample_gl
Budget,6020,2025-03-11,382.15,North,Marketing,sample_gl
Budget,6020,2025-03-15,4740.61,North,Marketing,sample_gl
Budget,6020,2025-03-17,48.67,North,Marketing,sample_gl
Budget,6020,2025-03-17,1500.19,North,Marketing,sample_gl
Budget,6020,2025-03-22,76.2,North,Marketing,sample_gl
Budget,6020,2025-03-23,6450.64,North,Marketing,sample_gl
Budget,6020,2025-03-23,707.08,North,Marketing,sample_gl
Budget,6020,2025-03-30,557.6,North,Marketing,sample_gl
Budget,6020,2025-03-03,609.84,South,Marketing,sample_gl
Budget,6020,2025-03-05,3640.32,South,Marketing,sample_gl
Budget,6020,2025-03-10,2360.37,South,Marketing,sample_gl
Budget,6020,2025-03-14,462.11,South,Marketing,sample_gl
Budget,6020,2025-03-20,1887.99,South,Marketing,sample_gl
Budget,6020,2025-03-25,1038.56,South,Marketing,sample_gl
Budget,6020,2025-03-25,251.83,South,Marketing,sample_gl
Budget,6020,2025-03-30,1140.11,South,Marketing,sample_gl
Budget,6020,2025-03-01,1252.36,West,Marketing,sample_gl
Budget,6020,2025-03-15,331.21,West,Marketing,sample_gl
Budget,6020,2025-03-15,2413.12,West,Marketing,sample_gl
Budget,6020,2025-03-17,4795.36,West,Marketing,sample_gl
Budget,6020,2025-03-22,3366.88,West,Marketing,sample_gl
Budget,6020,2025-03-25,255.3,West,Marketing,sample_gl
Budget,6020,2025-03-26,2174.2,West,Marketing,sample_gl
Budget,6020,2025-03-28,204.53,West,Marketing,sample_gl
Budget,6030,2025-03-02,2408.03,North,Software & Subscriptions,sample_gl
Budget,6030,2025-03-04,25.66,North,Software & Subscriptions,sample_gl
Budget,6030,2025-03-11,215.83,North,Software & Subscriptions,sample_gl
Budget,6030,2025-03-16,106.39,North,Software & Subscriptions,sample_gl
Budget,6030,2025-03-19,551.33,North,Software & Subscriptions,sample_gl
Budget,6030,2025-03-23,72.5,North,Software & Subscriptions,sample_gl
Budget,6030,2025-03-24,1180.05,North,Software & Subscriptions,sample_gl
Budget,6030,2025-03-28,154.25,North,Software & Subscriptions,sample_gl
Budget,6030,2025-03-05,0.21,South,Software & Subscriptions,sample_gl
Budget,6030,2025-03-10,38.02,South,Software & Subscriptions,sample_gl
Budget,6030,2025-03-10,641.62,South,Software & Subscriptions,sample_gl
Budget,6030,2025-03-21,37.49,South,Software & Subscriptions,sample_gl
Budget,6030,2025-03-21,2156.86,South,Software & Subscriptions,sample_gl
Budget,6030,2025-03-24,704.31,South,Software & Subscriptions,sample_gl
Budget,6030,2025-03-28,497.75,South,Software & Subscriptions,sample_gl
Budget,6030,2025-03-30,1850.48,South,Software & Subscriptions,sample_gl
Budget,6030,2025-03-01,337.82,West,Software & Subscriptions,sample_gl
Budget,6030,2025-03-04,401.58,West,Software & Subscriptions,sample_gl
Budget,6030,2025-03-04,1716.28,West,Software & Subscriptions,sample_gl
Budget,6030,2025-03-07,238.3,West,Software & Subscriptions,sample_gl
Budget,6030,2025-03-08,2285.1,West,Software & Subscriptions,sample_gl
Budget,6030,2025-03-16,130.2,West,Software & Subscriptions,sample_gl
Budget,6030,2025-03-17,855.73,West,Software & Subscriptions,sample_gl
Budget,6030,2025-03-27,105.03,West,Software & Subscriptions,sample_gl
Budget,6040,2025-03-04,63.31,North,Travel & Entertainment,sample_gl
Budget,6040,2025-03-05,5.2,North,Travel & Entertainment,sample_gl
Budget,6040,2025-03-14,134.16,North,Travel & Entertainment,sample_gl
Budget,6040,2025-03-15,33.19,North,Travel & Entertainment,sample_gl
Budget,6040,2025-03-20,7.88,North,Travel & Entertainment,sample_gl
Budget,6040,2025-03-22,31.22,North,Travel & Entertainment,sample_gl
Budget,6040,2025-03-22,28.5,North,Travel & Entertainment,sample_gl
Budget,6040,2025-03-28,67.27,North,Travel & Entertainment,sample_gl
Budget,6040,2025-03-04,261.66,South,Travel & Entertainment,sample_gl
Budget,6040,2025-03-10,691.98,South,Travel & Entertainment,sample_gl
Budget,6040,2025-03-10,62.67,South,Travel & Entertainment,sample_gl
Budget,6040,2025-03-16,19.35,South,Travel & Entertainment,sample_gl
Budget,6040,2025-03-16,166.09,South,Travel & Entertainment,sample_gl
Budget,6040,2025-03-19,425.97,South,Travel & Entertainment,sample_gl
Budget,6040,2025-03-22,73.02,South,Travel & Entertainment,sample_gl
Budget,6040,2025-03-31,737.06,South,Travel & Entertainment,sample_gl
Budget,6040,2025-03-01,219.43,West,Travel & Entertainment,sample_gl
Budget,6040,2025-03-02,2188.92,West,Travel & Entertainment,sample_gl
Budget,6040,2025-03-10,782.19,West,Travel & Entertainment,sample_gl
Budget,6040,2025-03-13,531.12,West,Travel & Entertainment,sample_gl
Budget,6040,2025-03-19,875.8,West,Travel & Entertainment,sample_gl
Budget,6040,2025-03-19,71.22,West,Travel & Entertainment,sample_gl
Budget,6040,2025-03-21,286.89,West,Travel & Entertainment,sample_gl
Budget,6040,2025-03-21,191.49,West,Travel & Entertainment,sample_gl
Budget,7000,2025-03-01,610.49,North,Interest Expense,sample_gl
Budget,7000,2025-03-06,93.12,North,Interest Expense,sample_gl
Budget,7000,2025-03-09,146.3,North,Interest Expense,sample_gl
Budget,7000,2025-03-12,1218.8,North,Interest Expense,sample_gl
Budget,7000,2025-03-17,48.43,North,Interest Expense,sample_gl
Budget,7000,2025-03-17,527.73,North,Interest Expense,sample_gl
Budget,7000,2025-03-28,994.41,North,Interest Expense,sample_gl
Budget,7000,2025-03-28,392.94,North,Interest Expense,sample_gl
Budget,7000,2025-03-05,261.21,South,Interest Expense,sample_gl
Budget,7000,2025-03-09,429.53,South,Interest Expense,sample_gl
Budget,7000,2025-03-10,1161.75,South,Interest Expense,sample_gl
Budget,7000,2025-03-22,467.57,South,Interest Expense,sample_gl
Budget,7000,2025-03-25,894.12,South,Interest Expense,sample_gl
Budget,7000,2025-03-26,322.26,South,Interest Expense,sample_gl
Budget,7000,2025-03-26,149.65,South,Interest Expense,sample_gl
Budget,7000,2025-03-28,143.4,South,Interest Expense,sample_gl
Budget,7000,2025-03-05,115.98,West,Interest Expense,sample_gl
Budget,7000,2025-03-09,149.47,West,Interest Expense,sample_gl
Budget,7000,2025-03-17,2015.96,West,Interest Expense,sample_gl
Budget,7000,2025-03-17,14.8,West,Interest Expense,sample_gl
Budget,7000,2025-03-22,17.12,West,Interest Expense,sample_gl
Budget,7000,2025-03-23,427.89,West,Interest Expense,sample_gl
Budget,7000,2025-03-25,519.03,West,Interest Expense,sample_gl
Budget,7000,2025-03-30,668.3,West,Interest Expense,sample_gl
Budget,4000,2025-04-04,-17434.97,North,Product Revenue,sample_gl
Budget,4000,2025-04-11,-20853.27,North,Product Revenue,sample_gl
Budget,4000,2025-04-16,-82126.13,North,Product Revenue,sample_gl
Budget,4000,2025-04-16,-7206.73,North,Product Revenue,sample_gl
Budget,4000,2025-04-22,-3945.93,North,Product Revenue,sample_gl
Budget,4000,2025-04-22,-14081.11,North,Product Revenue,sample_gl
Budget,4000,2025-04-25,-6038.03,North,Product Revenue,sample_gl
Budget,4000,2025-04-30,-13681.12,North,Product Revenue,sample_gl
Budget,4000,2025-04-02,-11270.11,South,Product Revenue,sample_gl
Budget,4000,2025-04-03,-6431.62,South,Product Revenue,sample_gl
Budget,4000,2025-04-09,-76089.94,South,Product Revenue,sample_gl
Budget,4000,2025-04-13,-24249.75,South,Product Revenue,sample_gl
Budget,4000,2025-04-14,-11957.57,South,Product Revenue,sample_gl
Budget,4000,2025-04-20,-946.76,South,Product Revenue,sample_gl
Budget,4000,2025-04-25,-11868.13,South,Product Revenue,sample_gl
Budget,4000,2025-04-30,-11821.76,South,Product Revenue,sample_gl
Budget,4000,2025-04-05,-35065.72,West,Product Revenue,sample_gl
Budget,4000,2025-04-07,-32433.02,West,Product Revenue,sample_gl
Budget,4000,2025-04-07,-8869.98,West,Product Revenue,sample_gl
Budget,4000,2025-04-09,-5819.98,West,Product Revenue,sample_gl
Budget,4000,2025-04-13,-23375.36,West,Product Revenue,sample_gl
Budget,4000,2025-04-18,-9844.19,West,Product Revenue,sample_gl
Budget,4000,2025-04-19,-7440.94,West,Product Revenue,sample_gl
Budget,4000,2025-04-21,-32655.28,West,Product Revenue,sample_gl
Budget,4010,2025-04-01,-4268.37,North,Service Revenue,sample_gl
Budget,4010,2025-04-02,-6722.34,North,Service Revenue,sample_gl
Budget,4010,2025-04-03,-10335.46,North,Service Revenue,sample_gl
Budget,4010,2025-04-04,-2874.62,North,Service Revenue,sample_gl
Budget,4010,2025-04-07,-8217.84,North,Service Revenue,sample_gl
Budget,4010,2025-04-19,-15624.36,North,Service Revenue,sample_gl
Budget,4010,2025-04-21,-4939.61,North,Service Revenue,sample_gl
Budget,4010,2025-04-22,-6329.09,North,Service Revenue,sample_gl
Budget,4010,2025-04-07,-3234.17,South,Service Revenue,sample_gl
Budget,4010,2025-04-07,-3405.83,South,Service Revenue,sample_gl
Budget,4010,2025-04-16,-10317.45,South,Service Revenue,sample_gl
Budget,4010,2025-04-17,-3631.54,South,Service Revenue,sample_gl
Budget,4010,2025-04-19,-2226.01,South,Service Revenue,sample_gl
Budget,4010,2025-04-21,-4091.89,South,Service Revenue,sample_gl
Budget,4010,2025-04-27,-2879.08,South,Service Revenue,sample_gl
Budget,4010,2025-04-27,-18374.09,South,Service Revenue,sample_gl
Budget,4010,2025-04-03,-4180.8,West,Service Revenue,sample_gl
Budget,4010,2025-04-03,-3761.27,West,Service Revenue,sample_gl
Budget,4010,2025-04-05,-232.29,West,Service Revenue,sample_gl
Budget,4010,2025-04-13,-2398.47,West,Service Revenue,sample_gl
Budget,4010,2025-04-17,-1159.03,West,Service Revenue,sample_gl
Budget,4010,2025-04-19,-9592.32,West,Service Revenue,sample_gl
Budget,4010,2025-04-26,-12022.86,West,Service Revenue,sample_gl
Budget,4010,2025-04-28,-2105.24,West,Service Revenue,sample_gl
Budget,5000,2025-04-03,17445.05,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-03,5119.44,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-06,14852.27,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-10,1204.26,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-12,832.35,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-23,4719.43,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-28,534.6,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-28,27559.25,North,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-04,1909.34,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-09,6962.15,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-16,7744.4,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-19,4691.52,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-21,223.17,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-29,13314.19,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-30,13862.34,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-30,14984.3,South,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-02,2289.77,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-03,43236.8,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-08,4045.93,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-16,8984.32,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-22,2827.96,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-26,123.69,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-29,2016.91,West,Cost of Goods Sold,sample_gl
Budget,5000,2025-04-30,1226.66,West,Cost of Goods Sold,sample_gl
Budget,5010,2025-04-03,681.19,North,Direct Labor,sample_gl
Budget,5010,2025-04-16,117.5,North,Direct Labor,sample_gl
Budget,5010,2025-04-18,4377.38,North,Direct Labor,sample_gl
Budget,5010,2025-04-20,3080.81,North,Direct Labor,sample_gl
Budget,5010,2025-04-20,1455.93,North,Direct Labor,sample_gl
Budget,5010,2025-04-24,2731.14,North,Direct Labor,sample_gl
Budget,5010,2025-04-29,5668.9,North,Direct Labor,sample_gl
Budget,5010,2025-04-30,1021.78,North,Direct Labor,sample_gl
Budget,5010,2025-04-01,443.84,South,Direct Labor,sample_gl
Budget,5010,2025-04-01,4368.06,South,Direct Labor,sample_gl
Budget,5010,2025-04-02,4494.01,South,Direct Labor,sample_gl
Budget,5010,2025-04-08,189.76,South,Direct Labor,sample_gl
Budget,5010,2025-04-25,2331.42,South,Direct Labor,sample_gl
Budget,5010,2025-04-26,3089.77,South,Direct Labor,sample_gl
Budget,5010,2025-04-26,1850.84,South,Direct Labor,sample_gl
Budget,5010,2025-04-30,7761.0,South,Direct Labor,sample_gl
Budget,5010,2025-04-05,3790.61,West,Direct Labor,sample_gl
Budget,5010,2025-04-05,79.02,West,Direct Labor,sample_gl
Budget,5010,2025-04-13,7383.35,West,Direct Labor,sample_gl
Budget,5010,2025-04-14,284.12,West,Direct Labor,sample_gl
Budget,5010,2025-04-14,8653.56,West,Direct Labor,sample_gl
Budget,5010,2025-04-18,9441.76,West,Direct Labor,sample_gl
Budget,5010,2025-04-23,476.1,West,Direct Labor,sample_gl
Budget,5010,2025-04-23,2686.98,West,Direct Labor,sample_gl
Budget,6000,2025-04-01,1835.17,North,Salaries & Wages,sample_gl
Budget,6000,2025-04-08,435.94,North,Salaries & Wages,sample_gl
Budget,6000,2025-04-14,9.18,North,Salaries & Wages,sample_gl
Budget,6000,2025-04-24,7738.34,North,Salaries & Wages,sample_gl
Budget,6000,2025-04-25,11476.71,North,Salaries & Wages,sample_gl
Budget,6000,2025-04-26,10645.08,North,Salaries & Wages,sample_gl
Budget,6000,2025-04-26,2865.77,North,Salaries & Wages,sample_gl
Budget,6000,2025-04-29,5080.79,North,Salaries & Wages,sample_gl
Budget,6000,2025-04-02,3144.35,South,Salaries & Wages,sample_gl
Budget,6000,2025-04-06,2195.85,South,Salaries & Wages,sample_gl
Budget,6000,2025-04-10,11037.32,South,Salaries & Wages,sample_gl
Budget,6000,2025-04-11,10653.18,South,Salaries & Wages,sample_gl
Budget,6000,2025-04-12,40.86,South,Salaries & Wages,sample_gl
Budget,6000,2025-04-15,9585.7,South,Salaries & Wages,sample_gl
Budget,6000,2025-04-20,4432.35,South,Salaries & Wages,sample_gl
Budget,6000,2025-04-21,78.68,South,Salaries & Wages,sample_gl
Budget,6000,2025-04-08,10177.65,West,Salaries & Wages,sample_gl
Budget,6000,2025-04-12,2438.62,West,Salaries & Wages,sample_gl
Budget,6000,2025-04-23,2676.25,West,Salaries & Wages,sample_gl
Budget,6000,2025-04-24,3192.76,West,Salaries & Wages,sample_gl
Budget,6000,2025-04-27,4495.4,West,Salaries & Wages,sample_gl
Budget,6000,2025-04-28,13235.01,West,Salaries & Wages,sample_gl
Budget,6000,2025-04-29,1000.55,West,Salaries & Wages,sample_gl
Budget,6000,2025-04-30,4460.28,West,Salaries & Wages,sample_gl
Budget,6010,2025-04-02,777.76,North,Rent & Facilities,sample_gl
Budget,6010,2025-04-04,3295.47,North,Rent & Facilities,sample_gl
Budget,6010,2025-04-11,747.3,North,Rent & Facilities,sample_gl
Budget,6010,2025-04-12,344.9,North,Rent & Facilities,sample_gl
Budget,6010,2025-04-17,3176.92,North,Rent & Facilities,sample_gl
Budget,6010,2025-04-18,700.2,North,Rent & Facilities,sample_gl
Budget,6010,2025-04-23,381.85,North,Rent & Facilities,sample_gl
Budget,6010,2025-04-29,490.14,North,Rent & Facilities,sample_gl
Budget,6010,2025-04-02,332.73,South,Rent & Facilities,sample_gl
Budget,6010,2025-04-04,793.31,South,Rent & Facilities,sample_gl
Budget,6010,2025-04-05,1613.85,South,Rent & Facilities,sample_gl
Budget,6010,2025-04-08,1732.8,South,Rent & Facilities,sample_gl
Budget,6010,2025-04-12,444.98,South,Rent & Facilities,sample_gl
Budget,6010,2025-04-24,1488.39,South,Rent & Facilities,sample_gl
Budget,6010,2025-04-26,477.41,South,Rent & Facilities,sample_gl
Budget,6010,2025-04-27,2973.4,South,Rent & Facilities,sample_gl
Budget,6010,2025-04-02,195.99,West,Rent & Facilities,sample_gl
Budget,6010,2025-04-03,2137.84,West,Rent & Facilities,sample_gl
Budget,6010,2025-04-09,1610.43,West,Rent & Facilities,sample_gl
Budget,6010,2025-04-10,33.91,West,Rent & Facilities,sample_gl
Budget,6010,2025-04-13,14.02,West,Rent & Facilities,sample_gl
Budget,6010,2025-04-20,624.75,West,Rent & Facilities,sample_gl
Budget,6010,2025-04-27,2245.0,West,Rent & Facilities,sample_gl
Budget,6010,2025-04-28,3536.1,West,Rent & Facilities,sample_gl
Budget,6020,2025-04-01,167.83,North,Marketing,sample_gl
Budget,6020,2025-04-02,1161.21,North,Marketing,sample_gl
Budget,6020,2025-04-12,282.25,North,Marketing,sample_gl
Budget,6020,2025-04-18,452.24,North,Marketing,sample_gl
Budget,6020,2025-04-20,2559.95,North,Marketing,sample_gl
Budget,6020,2025-04-25,7.12,North,Marketing,sample_gl
Budget,6020,2025-04-30,452.21,North,Marketing,sample_gl
Budget,6020,2025-04-30,1054.68,North,Marketing,sample_gl
Budget,6020,2025-04-14,3404.05,South,Marketing,sample_gl
Budget,6020,2025-04-14,3148.91,South,Marketing,sample_gl
Budget,6020,2025-04-20,2358.12,South,Marketing,sample_gl
Budget,6020,2025-04-24,651.35,South,Marketing,sample_gl
Budget,6020,2025-04-24,1435.08,South,Marketing,sample_gl
Budget,6020,2025-04-26,46.26,South,Marketing,sample_gl
Budget,6020,2025-04-27,236.88,South,Marketing,sample_gl
Budget,6020,2025-04-28,562.88,South,Marketing,sample_gl
Budget,6020,2025-04-06,4647.5,West,Marketing,sample_gl
Budget,6020,2025-04-09,828.6,West,Marketing,sample_gl
